Suburb,State,PostCode
TUART HILL,WA,6939
TUCKERANG,QLD,4411
TUGGERANONG DC,ACT,2901
TUGUN,QLD,4224
TULLAMORE,NSW,2874
TUNGKILLO,SA,5236
TWEED HEADS,NSW,2485
TWIN RIVERS,NSW,2410
TWO ROCKS,WA,6037
TYABB,VIC,3913
TYNONG,VIC,3813
UNDERWOOD,QLD,4119
UNIVERSITY OF ADELAIDE,SA,5005
UNIVERSITY OF MELBOURNE,VIC,3010
"UNIVERSITY OF NEW 
ENGLAND",NSW,2351
UNIVERSITY OF QUEENSLAND,QLD,4072
UNSW SYDNEY,NSW,1466
UNSW SYDNEY,NSW,2052
UPPER MONGOGARIE,NSW,2470
UPPER STURT,SA,5156
UPWEY,VIC,3158
URAIDLA,SA,5142
URUNGA,NSW,2455
VERMONT,VIC,3133
VICTORIA PARK,WA,6979
VINIFERA,VIC,3591
VIRGINIA,NT,834
"W
WAAIA",VIC,3637
WAGAIT BEACH,NT,803
WAHGUNYAH,VIC,3687
WALGOOLAN,WA,6422
WALLENDBEEN,NSW,2588
WALLERAWANG,NSW,2845
WALLISTON DC,WA,6925
WALPEUP,VIC,3507
WANDILIGONG,VIC,3744
WANGARA,WA,6947
WANGARATTA,VIC,3676
WANGARATTA,VIC,3677
WANGI WANGI,NSW,2267
WANNAMAL,WA,6505
WANNEROO,WA,6946
WARRIEWOOD,NSW,2102
WATERLOO,NSW,2017
WATERLOO,WA,6228
WATSONIA,VIC,3087
WATTLEBANK,QLD,4704
WATTLE GLEN,VIC,3096
WELSHPOOL,WA,6106
WELSHPOOL DC,WA,6986
WEMBLEY,WA,6913
WERRIS CREEK,NSW,2341
WEST BURLEIGH,QLD,4219
WEST CHATSWOOD,NSW,1515
WEST LAKES,SA,5021
WEST LAKES SHORE,SA,5020
WEST LEEDERVILLE,WA,6901
WEST MELBOURNE,VIC,3003
WEST PENNANT HILLS,NSW,2125
WEST PERTH,WA,6872
WEST RYDE,NSW,1685
WEST WODONGA,VIC,3690
WETHERILL PARK,NSW,1851
WHITE CLIFFS,NSW,2836
WHITEMAN,WA,6068
WHITFIELD,VIC,3733
WHYALLA,SA,5600
WILGA,WA,6243
WILLETTON,WA,6955
WILLIAMS LANDING,VIC,3027
WILLIAMSTOWN,VIC,3016
WILMINGTON,SA,5485
WINDALE,NSW,2306
WINNELLIE,NT,821
WINTER VALLEY,VIC,3358
WODONGA,VIC,3689
WOLLERT,VIC,3750
WOLLONGONG,NSW,2520
WONGA PARK,VIC,3115
WOODSTOCK,VIC,3751
WOOLLAHRA,NSW,1350
WOOLLAHRA,NSW,2025
WOORABINDA,QLD,4713
WOORINEN,VIC,3589
WOORINEN SOUTH,VIC,3588
WOOROLOO,WA,6558
WORLD SQUARE,NSW,2002
WUNDOWIE,WA,6560
WYANDRA,QLD,4489
WYANGALA,NSW,2808
WYNARKA,SA,5306
WYNN VALE,SA,5127
YACKA,SA,5470
YAGOONA,NSW,2199
YALLINGUP,WA,6282
YANCHEP,WA,6035
YANCO,NSW,2703
YANINEE,SA,5653
YAN YEAN,VIC,3755
YARLOOP,WA,6218
YARRAMBAT,VIC,3091
YARRAVILLE,VIC,3013
YERECOIN,WA,6571
YERONGA,QLD,4104
YONGALA,SA,5493
